CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
162,100046301202600010,202600010,2026-03-28,7029,6301,1,2,1,2,2,8004,2026-03-28 12:00:00,2026-03-28 13:00:00,2026-03-28 13:00:00,12.941526,74.867696,A theft was reported in the jurisdiction. Preliminary enquiry names ನಾಗರಾಜ್ as a suspect. A mobile number +917072202568 was linked to the suspect. A two-wheeler bearing KA-04-CD-1858 was seen nearby. Investigation is ongoing.
163,100016001202600006,202600006,2025-12-19,7002,6001,1,1,3,5,4,8001,2025-12-19 16:00:00,2025-12-19 17:00:00,2025-12-19 17:00:00,12.97879,77.560478,A cheating was reported in the jurisdiction. Preliminary enquiry names Kiran Kumar as a suspect. A mobile number +916857506825 was linked to the suspect. Investigation is ongoing.
164,100056403202600006,202600006,2026-06-06,7040,6403,1,2,2,4,4,8005,2026-06-06 22:00:00,2026-06-06 23:00:00,2026-06-06 23:00:00,17.310065,76.837366,A hurt was reported in the jurisdiction. Preliminary enquiry names ರಮೇಶ್ as a suspect. A suspicious transfer to suspect@oksbi was noted. Investigation is ongoing.
165,100046303202600013,202600013,2025-09-26,7033,6303,1,2,1,2,4,8004,2025-09-26 11:00:00,2025-09-26 14:00:00,2025-09-26 14:00:00,12.947822,74.889516,A theft was reported in the jurisdiction. Preliminary enquiry names Umesh Hegde as a suspect. A suspicious transfer to umesh@okaxis was noted. Investigation is ongoing.
166,100026101202600006,202600006,2026-05-16,7014,6101,1,1,3,5,1,8002,2026-05-16 22:00:00,2026-05-17 03:00:00,2026-05-17 03:00:00,12.308713,76.612567,A cheating was reported in the jurisdiction. Preliminary enquiry names Prakash Kumar as a suspect. Investigation is ongoing.
167,100056403202600007,202600007,2025-11-19,7039,6403,1,2,2,4,4,8005,2025-11-19 21:00:00,2025-11-20 03:00:00,2025-11-20 03:00:00,17.346525,76.871512,A hurt was reported in the jurisdiction. Preliminary enquiry names Ramesh Achar as a suspect. A mobile number +916871050895 was linked to the suspect. Investigation is ongoing.
168,100016006202600006,202600006,2026-03-24,7011,6006,1,2,2,4,2,8001,2026-03-24 22:00:00,2026-03-25 01:00:00,2026-03-25 01:00:00,12.960242,77.554807,A hurt was reported in the jurisdiction. Preliminary enquiry names Basavaraj Rao as a suspect. A mobile number +916772453538 was linked to the suspect. Investigation is ongoing.
169,100016001202600007,202600007,2026-06-25,7002,6001,1,1,1,2,4,8001,2026-06-25 09:00:00,2026-06-25 14:00:00,2026-06-25 14:00:00,12.977449,77.611016,A theft was reported in the jurisdiction. Preliminary enquiry names ಶಿವಕುಮಾರ್ as a suspect. Investigation is ongoing.
170,100046303202600014,202600014,2026-04-21,7033,6303,1,1,3,5,1,8004,2026-04-21 12:00:00,2026-04-21 13:00:00,2026-04-21 13:00:00,12.890169,74.888433,A cheating was reported in the jurisdiction. Preliminary enquiry names Harish Achar as a suspect. A mobile number 800 615 3641 was linked to the suspect. A two-wheeler bearing KA-04-AB-8035 was seen nearby. Investigation is ongoing.
171,100046302202600010,202600010,2025-11-03,7031,6302,1,2,1,3,1,8004,2025-11-03 09:00:00,2025-11-03 12:00:00,2025-11-03 12:00:00,12.861455,74.834641,A robbery was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. A two-wheeler bearing KA-04-AB-0140 was seen nearby. Investigation is ongoing.
172,100056402202600010,202600010,2026-03-11,7038,6402,1,1,1,2,1,8005,2026-03-11 11:00:00,2026-03-11 14:00:00,2026-03-11 14:00:00,17.363618,76.807964,A theft was reported in the jurisdiction. Preliminary enquiry names Praveen Shetty as a suspect. Investigation is ongoing.
173,100016005202600012,202600012,2026-02-26,7009,6005,1,2,2,4,1,8001,2026-02-26 21:00:00,2026-02-27 02:00:00,2026-02-27 02:00:00,13.009234,77.617836,A hurt was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A suspicious transfer to suspect@paytm was noted. Investigation is ongoing.
174,100046302202600011,202600011,2026-03-29,7032,6302,1,2,1,3,4,8004,2026-03-29 06:00:00,2026-03-29 09:00:00,2026-03-29 09:00:00,12.861823,74.837859,A robbery was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number +919979941840 was linked to the suspect. A two-wheeler bearing KA-04-XY-9802 was seen nearby. Investigation is ongoing.
175,100056401202600010,202600010,2025-10-26,7035,6401,1,2,3,5,1,8005,2025-10-26 02:00:00,2025-10-26 07:00:00,2025-10-26 07:00:00,17.367887,76.871543,A cheating was reported in the jurisdiction. Preliminary enquiry names Vinod Murthy as a suspect. A mobile number +919743609148 was linked to the suspect. Investigation is ongoing.
176,100016003202600005,202600005,2025-12-31,7005,6003,1,1,1,1,4,8001,2025-12-31 01:00:00,2025-12-31 06:00:00,2025-12-31 06:00:00,12.945168,77.559493,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Prakash Reddy as a suspect. Investigation is ongoing.
177,100056403202600008,202600008,2026-05-18,7039,6403,1,2,1,1,4,8005,2026-05-18 04:00:00,2026-05-18 10:00:00,2026-05-18 10:00:00,17.309274,76.841268,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Mahesh Kumar as a suspect. Investigation is ongoing.
178,100026104202600012,202600012,2026-06-25,7020,6104,1,1,1,1,3,8002,2026-06-25 02:00:00,2026-06-25 08:00:00,2026-06-25 08:00:00,12.287307,76.657438,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Vinod Hegde as a suspect. Investigation is ongoing.
179,100046303202600015,202600015,2026-01-10,7033,6303,1,1,1,2,2,8004,2026-01-10 10:00:00,2026-01-10 14:00:00,2026-01-10 14:00:00,12.896187,74.89896,A theft was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. Investigation is ongoing.
180,100016001202600008,202600008,2025-11-06,7002,6001,1,1,1,2,1,8001,2025-11-06 19:00:00,2025-11-06 20:00:00,2025-11-06 20:00:00,12.999581,77.629871,A theft was reported in the jurisdiction. Preliminary enquiry names ರಮೇಶ್ as a suspect. Investigation is ongoing.
181,100026104202600013,202600013,2026-06-15,7020,6104,1,1,1,2,1,8002,2026-06-15 09:00:00,2026-06-15 13:00:00,2026-06-15 13:00:00,12.260613,76.601287,A theft was reported in the jurisdiction. Preliminary enquiry names Kiran Gouda as a suspect. Investigation is ongoing.
182,100016003202600006,202600006,2026-02-26,7005,6003,1,2,1,3,4,8001,2026-02-26 16:00:00,2026-02-26 18:00:00,2026-02-26 18:00:00,13.002297,77.619863,A robbery was reported in the jurisdiction. Preliminary enquiry names Kiran Rao as a suspect. Investigation is ongoing.
183,100046302202600012,202600012,2026-04-15,7031,6302,1,2,1,1,1,8004,2026-04-15 00:00:00,2026-04-15 04:00:00,2026-04-15 04:00:00,12.922642,74.866467,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ರಮೇಶ್ as a suspect. A mobile number +916192877709 was linked to the suspect. A two-wheeler bearing KA-04-CD-0791 was seen nearby. Investigation is ongoing.
184,100046301202600011,202600011,2026-01-30,7029,6301,1,2,1,1,3,8004,2026-01-30 04:00:00,2026-01-30 07:00:00,2026-01-30 07:00:00,12.914282,74.865634,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಶಿವಕುಮಾರ್ as a suspect. Investigation is ongoing.
185,100056402202600011,202600011,2026-04-26,7038,6402,1,1,1,2,3,8005,2026-04-26 10:00:00,2026-04-26 13:00:00,2026-04-26 13:00:00,17.375916,76.827403,A theft was reported in the jurisdiction. Preliminary enquiry names Ramesh Gowda as a suspect. A two-wheeler bearing KA-05-CD-2092 was seen nearby. Investigation is ongoing.
186,100046303202600016,202600016,2026-06-18,7033,6303,1,2,1,3,3,8004,2026-06-18 01:00:00,2026-06-18 07:00:00,2026-06-18 07:00:00,12.947722,74.86293,A robbery was reported in the jurisdiction. Preliminary enquiry names Ramesh Reddy as a suspect. A mobile number +917665996402 was linked to the suspect. Investigation is ongoing.
187,100016005202600013,202600013,2026-01-14,7009,6005,1,2,1,1,3,8001,2026-01-14 04:00:00,2026-01-14 06:00:00,2026-01-14 06:00:00,13.012201,77.555792,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Prakash Gouda as a suspect. A mobile number 997 804 2340 was linked to the suspect. A suspicious transfer to prakash@okhdfc was noted. Investigation is ongoing.
188,100036202202600003,202600003,2025-11-19,7026,6202,1,1,3,5,4,8003,2025-11-19 01:00:00,2025-11-19 03:00:00,2025-11-19 03:00:00,15.803158,74.521776,A cheating was reported in the jurisdiction. Preliminary enquiry names Mahesh Bhat as a suspect. A mobile number 744 223 6152 was linked to the suspect. Investigation is ongoing.
189,100026101202600007,202600007,2026-02-02,7014,6101,1,2,1,2,1,8002,2026-02-02 15:00:00,2026-02-02 16:00:00,2026-02-02 16:00:00,12.302615,76.692412,A theft was reported in the jurisdiction. Preliminary enquiry names Suresh Gowda as a suspect. A mobile number +917471488178 was linked to the suspect. A two-wheeler bearing KA-02-AB-3524 was seen nearby. Investigation is ongoing.
190,100026102202600017,202600017,2025-09-30,7016,6102,1,1,3,5,2,8002,2025-09-30 01:00:00,2025-09-30 05:00:00,2025-09-30 05:00:00,12.315171,76.611077,A cheating was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A two-wheeler bearing KA-02-CD-3216 was seen nearby. Investigation is ongoing.
191,100056403202600009,202600009,2026-02-03,7039,6403,1,1,1,2,3,8005,2026-02-03 14:00:00,2026-02-03 15:00:00,2026-02-03 15:00:00,17.313926,76.876729,A theft was reported in the jurisdiction. Preliminary enquiry names ಮಹೇಶ್ as a suspect. A mobile number 932 612 6193 was linked to the suspect. Investigation is ongoing.
192,100026105202600009,202600009,2026-01-02,7022,6105,1,2,1,1,2,8002,2026-01-02 00:00:00,2026-01-02 05:00:00,2026-01-02 05:00:00,12.339156,76.627046,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Anand Murthy as a suspect. A two-wheeler bearing KA-02-CD-6755 was seen nearby. A suspicious transfer to anand@okhdfc was noted. Investigation is ongoing.
193,100026102202600018,202600018,2026-06-02,7015,6102,1,2,1,3,4,8002,2026-06-02 22:00:00,2026-06-03 03:00:00,2026-06-03 03:00:00,12.30446,76.653682,A robbery was reported in the jurisdiction. Preliminary enquiry names ರಮೇಶ್ as a suspect. A mobile number +916427102324 was linked to the suspect. A suspicious transfer to suspect@okaxis was noted. Investigation is ongoing.
194,100056403202600010,202600010,2025-11-24,7040,6403,1,2,1,2,1,8005,2025-11-24 13:00:00,2025-11-24 18:00:00,2025-11-24 18:00:00,17.292262,76.78514,A theft was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. A two-wheeler bearing KA-05-XY-7729 was seen nearby. Investigation is ongoing.
195,100036201202600008,202600008,2026-01-05,7023,6201,1,1,1,1,2,8003,2026-01-05 04:00:00,2026-01-05 06:00:00,2026-01-05 06:00:00,15.890889,74.500446,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಮಹೇಶ್ as a suspect. Investigation is ongoing.
196,100036202202600004,202600004,2025-12-08,7025,6202,1,1,3,5,4,8003,2025-12-08 04:00:00,2025-12-08 07:00:00,2025-12-08 07:00:00,15.803565,74.543254,A cheating was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. A mobile number +919244414256 was linked to the suspect. Investigation is ongoing.
197,100026102202600019,202600019,2025-09-29,7015,6102,1,2,1,1,3,8002,2025-09-29 01:00:00,2025-09-29 05:00:00,2025-09-29 05:00:00,12.279135,76.669991,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Vinod Achar as a suspect. A mobile number 968 990 1258 was linked to the suspect. Investigation is ongoing.
198,100016003202600007,202600007,2026-01-29,7005,6003,1,2,1,1,1,8001,2026-01-29 04:00:00,2026-01-29 10:00:00,2026-01-29 10:00:00,13.001611,77.635865,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ನಾಗರಾಜ್ as a suspect. A mobile number +918202054773 was linked to the suspect. Investigation is ongoing.
199,100036201202600009,202600009,2026-02-19,7024,6201,1,2,2,4,2,8003,2026-02-19 19:00:00,2026-02-19 21:00:00,2026-02-19 21:00:00,15.884326,74.465787,A hurt was reported in the jurisdiction. Preliminary enquiry names Santosh Kumar as a suspect. A mobile number 970 283 8223 was linked to the suspect. Investigation is ongoing.
200,100046302202600013,202600013,2026-02-11,7031,6302,1,2,3,5,1,8004,2026-02-11 11:00:00,2026-02-11 17:00:00,2026-02-11 17:00:00,12.909716,74.804297,A cheating was reported in the jurisdiction. Preliminary enquiry names Shivakumar Achar as a suspect. A mobile number +918290064064 was linked to the suspect. Investigation is ongoing.
201,100056403202600011,202600011,2026-05-08,7040,6403,1,2,1,2,4,8005,2026-05-08 13:00:00,2026-05-08 18:00:00,2026-05-08 18:00:00,17.334657,76.812381,A theft was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. A suspicious transfer to suspect@oksbi was noted. Investigation is ongoing.
202,100046302202600014,202600014,2025-10-28,7031,6302,1,2,1,3,2,8004,2025-10-28 06:00:00,2025-10-28 09:00:00,2025-10-28 09:00:00,12.891453,74.837629,A robbery was reported in the jurisdiction. Preliminary enquiry names Naveen Naik as a suspect. Investigation is ongoing.
203,100026102202600020,202600020,2025-12-31,7015,6102,1,2,2,4,2,8002,2025-12-31 20:00:00,2026-01-01 00:00:00,2026-01-01 00:00:00,12.280007,76.680016,A hurt was reported in the jurisdiction. Preliminary enquiry names Santosh Achar as a suspect. A two-wheeler bearing KA-02-MN-7392 was seen nearby. Investigation is ongoing.
204,100026101202600008,202600008,2026-01-19,7013,6101,1,1,1,1,1,8002,2026-01-19 02:00:00,2026-01-19 03:00:00,2026-01-19 03:00:00,12.297189,76.641315,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Prakash Gouda as a suspect. Investigation is ongoing.
205,100016005202600014,202600014,2026-02-20,7010,6005,1,1,1,3,3,8001,2026-02-20 18:00:00,2026-02-20 21:00:00,2026-02-20 21:00:00,12.949696,77.552427,A robbery was reported in the jurisdiction. Preliminary enquiry names Mahesh Shetty as a suspect. A mobile number +917436664332 was linked to the suspect. A two-wheeler bearing KA-01-AB-3601 was seen nearby. Investigation is ongoing.
206,100056402202600012,202600012,2026-03-11,7037,6402,1,2,3,5,3,8005,2026-03-11 21:00:00,2026-03-12 03:00:00,2026-03-12 03:00:00,17.368541,76.786804,A cheating was reported in the jurisdiction. Preliminary enquiry names Girish Rao as a suspect. A mobile number 776 201 0308 was linked to the suspect. Investigation is ongoing.
207,100056402202600013,202600013,2026-05-02,7037,6402,1,2,2,4,1,8005,2026-05-02 10:00:00,2026-05-02 13:00:00,2026-05-02 13:00:00,17.330068,76.839852,A hurt was reported in the jurisdiction. Preliminary enquiry names Santosh Achar as a suspect. A mobile number 996 635 6937 was linked to the suspect. A two-wheeler bearing KA-05-MN-3342 was seen nearby. Investigation is ongoing.
208,100056403202600012,202600012,2025-10-20,7039,6403,1,2,2,4,2,8005,2025-10-20 09:00:00,2025-10-20 11:00:00,2025-10-20 11:00:00,17.348169,76.819906,A hurt was reported in the jurisdiction. Preliminary enquiry names Girish Gouda as a suspect. A mobile number 881 877 3743 was linked to the suspect. A suspicious transfer to girish@oksbi was noted. Investigation is ongoing.
209,100046301202600012,202600012,2025-12-08,7029,6301,1,2,1,1,2,8004,2025-12-08 05:00:00,2025-12-08 06:00:00,2025-12-08 06:00:00,12.875631,74.80513,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಸುರೇಶ್ as a suspect. A mobile number +916168922545 was linked to the suspect. A suspicious transfer to suspect@oksbi was noted. Investigation is ongoing.
210,100016005202600015,202600015,2025-10-11,7010,6005,1,2,2,4,3,8001,2025-10-11 06:00:00,2025-10-11 07:00:00,2025-10-11 07:00:00,12.985909,77.625467,A hurt was reported in the jurisdiction. Preliminary enquiry names Mahesh Bhat as a suspect. A mobile number +918431344818 was linked to the suspect. A two-wheeler bearing KA-01-XY-3634 was seen nearby. A suspicious transfer to mahesh@okhdfc was noted. Investigation is ongoing.
211,100046302202600015,202600015,2025-12-19,7032,6302,1,1,1,2,4,8004,2025-12-19 13:00:00,2025-12-19 15:00:00,2025-12-19 15:00:00,12.896366,74.892764,A theft was reported in the jurisdiction. Preliminary enquiry names Suresh Naik as a suspect. A two-wheeler bearing KA-04-MN-8401 was seen nearby. Investigation is ongoing.
212,100056402202600014,202600014,2025-12-03,7038,6402,1,2,3,5,1,8005,2025-12-03 15:00:00,2025-12-03 17:00:00,2025-12-03 17:00:00,17.374307,76.853749,A cheating was reported in the jurisdiction. Preliminary enquiry names ಶಿವಕುಮಾರ್ as a suspect. A mobile number +918745036984 was linked to the suspect. Investigation is ongoing.
213,100036201202600010,202600010,2025-12-09,7023,6201,1,1,3,5,1,8003,2025-12-09 16:00:00,2025-12-09 20:00:00,2025-12-09 20:00:00,15.894342,74.541496,A cheating was reported in the jurisdiction. Preliminary enquiry names Mahesh Shetty as a suspect. A mobile number +918026398530 was linked to the suspect. Investigation is ongoing.
214,100056401202600011,202600011,2025-10-09,7036,6401,1,1,2,4,2,8005,2025-10-09 11:00:00,2025-10-09 16:00:00,2025-10-09 16:00:00,17.304523,76.83223,A hurt was reported in the jurisdiction. Preliminary enquiry names Ramesh Bhat as a suspect. A mobile number +917045272888 was linked to the suspect. A two-wheeler bearing KA-05-MN-5327 was seen nearby. A suspicious transfer to ramesh@okhdfc was noted. Investigation is ongoing.
215,100016001202600009,202600009,2026-02-22,7001,6001,1,2,1,1,1,8001,2026-02-22 00:00:00,2026-02-22 02:00:00,2026-02-22 02:00:00,13.014058,77.573965,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. A mobile number +916911344168 was linked to the suspect. A two-wheeler bearing KA-01-AB-4566 was seen nearby. Investigation is ongoing.
216,100016003202600008,202600008,2025-11-15,7006,6003,1,1,1,3,1,8001,2025-11-15 18:00:00,2025-11-16 00:00:00,2025-11-16 00:00:00,12.949096,77.622936,A robbery was reported in the jurisdiction. Preliminary enquiry names Anand Gowda as a suspect. Investigation is ongoing.
217,100056402202600015,202600015,2026-02-27,7038,6402,1,2,1,2,1,8005,2026-02-27 18:00:00,2026-02-28 00:00:00,2026-02-28 00:00:00,17.379826,76.814785,A theft was reported in the jurisdiction. Preliminary enquiry names Nagaraj Shetty as a suspect. Investigation is ongoing.
218,100046302202600016,202600016,2025-09-17,7031,6302,1,1,1,2,3,8004,2025-09-17 18:00:00,2025-09-18 00:00:00,2025-09-18 00:00:00,12.946768,74.854024,A theft was reported in the jurisdiction. Preliminary enquiry names Umesh Hegde as a suspect. A mobile number +918186606907 was linked to the suspect. Investigation is ongoing.
219,100016001202600010,202600010,2026-01-23,7001,6001,1,2,2,4,4,8001,2026-01-23 06:00:00,2026-01-23 11:00:00,2026-01-23 11:00:00,12.969279,77.547674,A hurt was reported in the jurisdiction. Preliminary enquiry names Girish Achar as a suspect. Investigation is ongoing.
220,100046302202600017,202600017,2025-10-31,7031,6302,1,2,1,2,1,8004,2025-10-31 13:00:00,2025-10-31 18:00:00,2025-10-31 18:00:00,12.917967,74.830614,A theft was reported in the jurisdiction. Preliminary enquiry names ನಾಗರಾಜ್ as a suspect. A mobile number +917358376269 was linked to the suspect. Investigation is ongoing.
221,100056403202600013,202600013,2025-10-17,7039,6403,1,1,3,5,4,8005,2025-10-17 16:00:00,2025-10-17 22:00:00,2025-10-17 22:00:00,17.345508,76.86502,A cheating was reported in the jurisdiction. Preliminary enquiry names Girish Hegde as a suspect. A mobile number +917290246907 was linked to the suspect. A two-wheeler bearing KA-05-CD-1154 was seen nearby. A suspicious transfer to girish@okaxis was noted. Investigation is ongoing.
222,100026103202600012,202600012,2026-05-13,7018,6103,1,1,1,2,1,8002,2026-05-13 15:00:00,2026-05-13 20:00:00,2026-05-13 20:00:00,12.299902,76.659627,A theft was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number +919045451084 was linked to the suspect. A two-wheeler bearing KA-02-AB-8784 was seen nearby. A suspicious transfer to suspect@okaxis was noted. Investigation is ongoing.
223,100026105202600010,202600010,2025-09-19,7022,6105,1,2,1,2,1,8002,2025-09-19 15:00:00,2025-09-19 17:00:00,2025-09-19 17:00:00,12.293766,76.607998,A theft was reported in the jurisdiction. Preliminary enquiry names Naveen Kumar as a suspect. A two-wheeler bearing KA-02-MN-6005 was seen nearby. Investigation is ongoing.
224,100056402202600016,202600016,2026-03-25,7038,6402,1,2,1,2,4,8005,2026-03-25 10:00:00,2026-03-25 14:00:00,2026-03-25 14:00:00,17.332014,76.817226,A theft was reported in the jurisdiction. Preliminary enquiry names Harish Rao as a suspect. A mobile number 746 272 0105 was linked to the suspect. Investigation is ongoing.
225,100056401202600012,202600012,2026-06-06,7035,6401,1,1,2,4,3,8005,2026-06-06 07:00:00,2026-06-06 09:00:00,2026-06-06 09:00:00,17.350847,76.813142,A hurt was reported in the jurisdiction. Preliminary enquiry names Kiran Reddy as a suspect. A mobile number 904 525 7469 was linked to the suspect. Investigation is ongoing.
226,100016004202600004,202600004,2026-06-26,7007,6004,1,1,1,2,3,8001,2026-06-26 14:00:00,2026-06-26 20:00:00,2026-06-26 20:00:00,13.007499,77.634638,A theft was reported in the jurisdiction. Preliminary enquiry names ಮಂಜುನಾಥ್ as a suspect. A mobile number 944 403 0709 was linked to the suspect. Investigation is ongoing.
227,100036202202600005,202600005,2026-04-21,7026,6202,1,1,3,5,4,8003,2026-04-21 01:00:00,2026-04-21 02:00:00,2026-04-21 02:00:00,15.841301,74.530507,A cheating was reported in the jurisdiction. Preliminary enquiry names Anand Hegde as a suspect. A mobile number +919507996088 was linked to the suspect. Investigation is ongoing.
228,100016002202600004,202600004,2025-11-07,7004,6002,1,2,1,3,2,8001,2025-11-07 14:00:00,2025-11-07 17:00:00,2025-11-07 17:00:00,12.951517,77.593484,A robbery was reported in the jurisdiction. Preliminary enquiry names Basavaraj Kumar as a suspect. A two-wheeler bearing KA-01-AB-7793 was seen nearby. Investigation is ongoing.
229,100026102202600021,202600021,2025-10-13,7015,6102,1,1,1,2,4,8002,2025-10-13 09:00:00,2025-10-13 11:00:00,2025-10-13 11:00:00,12.295555,76.691468,A theft was reported in the jurisdiction. Preliminary enquiry names Ravi Murthy as a suspect. Investigation is ongoing.
230,100046301202600013,202600013,2025-11-12,7030,6301,1,1,1,3,1,8004,2025-11-12 15:00:00,2025-11-12 21:00:00,2025-11-12 21:00:00,12.860689,74.884273,A robbery was reported in the jurisdiction. Preliminary enquiry names Santosh Rao as a suspect. Investigation is ongoing.
231,100016002202600005,202600005,2026-03-20,7004,6002,1,2,3,5,3,8001,2026-03-20 16:00:00,2026-03-20 18:00:00,2026-03-20 18:00:00,12.961253,77.565618,A cheating was reported in the jurisdiction. Preliminary enquiry names Vinod Murthy as a suspect. A mobile number +916210750666 was linked to the suspect. A two-wheeler bearing KA-01-AB-7108 was seen nearby. Investigation is ongoing.
232,100056403202600014,202600014,2026-03-16,7040,6403,1,1,1,2,2,8005,2026-03-16 11:00:00,2026-03-16 17:00:00,2026-03-16 17:00:00,17.327606,76.8425,A theft was reported in the jurisdiction. Preliminary enquiry names ಮಹೇಶ್ as a suspect. A two-wheeler bearing KA-05-XY-7666 was seen nearby. Investigation is ongoing.
233,100036203202600014,202600014,2026-06-27,7027,6203,1,2,1,3,1,8003,2026-06-27 11:00:00,2026-06-27 13:00:00,2026-06-27 13:00:00,15.811693,74.516591,A robbery was reported in the jurisdiction. Preliminary enquiry names Manjunath Murthy as a suspect. A two-wheeler bearing KA-03-AB-7465 was seen nearby. Investigation is ongoing.
234,100056402202600017,202600017,2026-06-18,7038,6402,1,1,1,2,2,8005,2026-06-18 14:00:00,2026-06-18 20:00:00,2026-06-18 20:00:00,17.295356,76.833618,A theft was reported in the jurisdiction. Preliminary enquiry names Mahesh Naik as a suspect. A mobile number +917392981755 was linked to the suspect. Investigation is ongoing.
235,100016005202600016,202600016,2026-02-28,7010,6005,1,1,3,5,4,8001,2026-02-28 08:00:00,2026-02-28 13:00:00,2026-02-28 13:00:00,12.923721,77.569984,A cheating was reported in the jurisdiction. Preliminary enquiry names Ravi Rao as a suspect. A suspicious transfer to ravi@okhdfc was noted. Investigation is ongoing.
236,100036203202600015,202600015,2026-02-24,7028,6203,1,2,1,1,2,8003,2026-02-24 22:00:00,2026-02-25 04:00:00,2026-02-25 04:00:00,15.845702,74.536573,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Mahesh Reddy as a suspect. A two-wheeler bearing KA-03-CD-6996 was seen nearby. Investigation is ongoing.
237,100046303202600017,202600017,2025-11-09,7033,6303,1,2,1,2,4,8004,2025-11-09 10:00:00,2025-11-09 12:00:00,2025-11-09 12:00:00,12.880599,74.872875,A theft was reported in the jurisdiction. Preliminary enquiry names Ramesh Reddy as a suspect. Investigation is ongoing.
238,100056402202600018,202600018,2025-10-14,7038,6402,1,2,2,4,1,8005,2025-10-14 11:00:00,2025-10-14 13:00:00,2025-10-14 13:00:00,17.292344,76.795551,A hurt was reported in the jurisdiction. Preliminary enquiry names Suresh Murthy as a suspect. A suspicious transfer to suresh@okhdfc was noted. Investigation is ongoing.
239,100036201202600011,202600011,2025-12-02,7024,6201,1,1,1,1,3,8003,2025-12-02 05:00:00,2025-12-02 10:00:00,2025-12-02 10:00:00,15.890357,74.461745,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Santosh Patil as a suspect. A mobile number 852 046 4771 was linked to the suspect. A two-wheeler bearing KA-03-XY-3660 was seen nearby. Investigation is ongoing.
240,100026101202600009,202600009,2026-04-18,7013,6101,1,2,3,5,1,8002,2026-04-18 21:00:00,2026-04-19 00:00:00,2026-04-19 00:00:00,12.265907,76.609536,A cheating was reported in the jurisdiction. Preliminary enquiry names ಪ್ರಕಾಶ್ as a suspect. A mobile number 680 268 1369 was linked to the suspect. Investigation is ongoing.
241,100036203202600016,202600016,2026-06-11,7028,6203,1,1,1,1,1,8003,2026-06-11 00:00:00,2026-06-11 01:00:00,2026-06-11 01:00:00,15.831747,74.534266,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Shivakumar Kumar as a suspect. Investigation is ongoing.
242,100016003202600009,202600009,2026-05-29,7006,6003,1,2,1,1,4,8001,2026-05-29 02:00:00,2026-05-29 04:00:00,2026-05-29 04:00:00,13.0029,77.553987,A burglary / house-breaking was reported in the jurisdiction. Preliminary enquiry names Suresh Kumar as a suspect. Investigation is ongoing.
243,100026101202600010,202600010,2026-02-23,7013,6101,1,2,1,2,2,8002,2026-02-23 09:00:00,2026-02-23 15:00:00,2026-02-23 15:00:00,12.27392,76.652697,A theft was reported in the jurisdiction. Preliminary enquiry names Harish Murthy as a suspect. A mobile number +918542730765 was linked to the suspect. A suspicious transfer to harish@paytm was noted. Investigation is ongoing.
244,100036201202600012,202600012,2025-12-03,7023,6201,1,1,1,3,1,8003,2025-12-03 00:00:00,2025-12-03 02:00:00,2025-12-03 02:00:00,15.826791,74.538796,A robbery was reported in the jurisdiction. Preliminary enquiry names Umesh Naik as a suspect. A mobile number 883 658 9050 was linked to the suspect. A suspicious transfer to umesh@okaxis was noted. Investigation is ongoing.
